member_id,member_age,membership_tenure_years,annual_contribution_amount,super_balance,investment_return_percent,withdrawal_frequency_per_year,portal_login_frequency,customer_support_calls,insurance_opt_in,investment_plan_type,employer_category,mobile_app_usage,financial_adviser_interaction,risk_profile,churn
MSA103277,58,23,38564.92,1201611.19,-4.39,5,38,12,Yes,High Growth,Self Employed,Medium,6,Medium Risk,0
MSA103278,70,22,7551.5,3151618.96,3.09,3,50,14,Yes,Conservative,Self Employed,High,6,Low Risk,0
MSA103279,39,16,24747.14,4252112.34,3.26,5,52,13,Yes,High Growth,Government,Low,9,Medium Risk,0
MSA103280,31,19,21521.24,3043025.11,-1.77,8,40,7,No,High Growth,Self Employed,Low,6,Medium Risk,0
MSA103281,40,14,12552.4,4040440.48,-6.04,6,8,8,Yes,Balanced,Self Employed,High,9,Medium Risk,0
MSA103282,42,19,15813.47,3678661.41,18.35,4,8,12,No,Balanced,Government,Medium,1,Medium Risk,0
MSA103283,39,3,18361.06,1435986.17,-6.05,3,40,6,No,Balanced,SME,Low,7,Medium Risk,0
MSA103284,43,10,17560.34,2342607.56,0.52,8,33,5,Yes,High Growth,SME,Low,0,High Risk,0
MSA103285,47,19,27653.72,1002640.08,-0.85,2,34,3,Yes,Balanced,Government,Low,1,Low Risk,0
MSA103286,38,9,24800.21,496222.58,15.99,4,44,4,Yes,Conservative,Government,Medium,6,Low Risk,0
MSA103287,68,20,39353.22,468628.33,2.3,2,15,7,Yes,High Growth,SME,Medium,3,Low Risk,0
MSA103288,57,13,27875.59,4961362.65,-6.28,3,36,2,Yes,Conservative,SME,Low,9,Low Risk,0
MSA103289,32,7,15861.79,5110149.42,-9.69,2,57,1,Yes,Balanced,SME,Low,9,Medium Risk,0
MSA103290,49,14,17462.38,742239.66,11.66,9,35,2,Yes,High Growth,SME,High,8,High Risk,0
MSA103291,35,9,27856.49,1863874.5,11.44,8,46,11,No,Conservative,Private,High,8,Medium Risk,0
MSA103292,56,23,40070.78,839913.37,2.53,6,22,6,Yes,Growth,Government,Medium,2,Medium Risk,0
MSA103293,31,19,28557.77,4244580.68,-6.21,3,23,7,Yes,Conservative,Corporate,High,2,Medium Risk,0
MSA103294,58,15,17012.55,2558596.6,1.15,6,40,0,No,High Growth,Private,Low,8,High Risk,0
MSA103295,67,20,20345.73,3205516.69,7.7,6,45,12,Yes,Growth,Corporate,Medium,9,Medium Risk,0
MSA103296,32,14,30063.58,2762015.79,11.12,6,55,6,Yes,Balanced,Corporate,High,7,Medium Risk,0
MSA103297,45,24,40286.56,3613286.24,-7.65,2,51,8,Yes,Balanced,Self Employed,Medium,0,Medium Risk,0
MSA103298,59,6,38450.91,1839039.6,6.69,10,22,11,Yes,Conservative,Government,Low,5,Medium Risk,0
MSA103299,69,21,38643.96,939964.1,-1.72,5,5,12,Yes,Balanced,Private,High,6,High Risk,1
MSA103300,31,4,31407.1,270246.01,8.52,9,31,13,No,Conservative,Government,High,7,Medium Risk,0
MSA103301,46,8,14191.36,2455422.8,9.44,1,13,13,No,Conservative,SME,High,1,Low Risk,0
MSA103302,70,17,27866.71,4594551.42,17.32,3,28,14,Yes,Conservative,Government,Low,0,Low Risk,0
MSA103303,41,9,27386.35,1659204.36,2.31,2,58,2,Yes,Conservative,Corporate,Medium,3,Medium Risk,0
MSA103304,64,1,23832.36,1091340.26,6.13,8,20,14,Yes,High Growth,SME,High,0,Medium Risk,0
MSA103305,72,24,29972.54,4751654.59,-1.95,4,33,2,Yes,High Growth,Government,Medium,1,Medium Risk,0
MSA103306,30,20,20282.77,821423.76,-1.4,9,16,7,Yes,Growth,Government,Medium,2,Medium Risk,0
MSA103307,74,14,17279.79,479776.12,-8.62,8,29,3,Yes,Growth,Corporate,Medium,3,High Risk,0
MSA103308,44,11,18313.48,4441987.22,-1.42,7,23,13,No,Balanced,SME,Low,5,Medium Risk,1
MSA103309,55,21,11536.91,3726769.44,-8.09,7,24,7,No,High Growth,Corporate,Low,7,High Risk,0
MSA103310,66,3,21317.74,2273901.76,18.92,7,34,4,Yes,Growth,Government,High,8,Medium Risk,0
MSA103311,50,9,30690.27,3874159.67,8.73,7,7,13,Yes,High Growth,Private,High,3,Medium Risk,0
MSA103312,60,14,31352.43,3763536.76,-4.81,4,38,2,Yes,High Growth,Private,Medium,0,Medium Risk,0
MSA103313,54,9,19140.53,418841.79,-6.5,7,37,14,Yes,Balanced,Self Employed,Medium,4,Medium Risk,0
MSA103314,52,4,22883.4,3551878.72,1.1,9,4,3,Yes,Balanced,Private,Medium,4,Medium Risk,0
MSA103315,53,4,10178.61,3381686.27,-0.77,4,34,13,Yes,Conservative,SME,Low,8,Medium Risk,1
MSA103316,67,8,34464.38,4944272.73,-1.62,10,42,3,Yes,High Growth,Self Employed,Low,5,High Risk,0
MSA103317,57,2,21022.54,4901497.92,4.05,1,22,7,Yes,Conservative,SME,High,4,Low Risk,0
MSA103318,50,9,19206.46,2014258.66,17.39,4,5,5,Yes,Conservative,Private,Medium,9,Low Risk,0
MSA103319,72,14,34294.15,3001099.46,7.04,2,50,6,Yes,Conservative,Private,Medium,9,Low Risk,0
MSA103320,47,22,25172.03,831394.01,5.64,2,42,8,No,High Growth,Government,Low,4,Medium Risk,0
MSA103321,65,9,13094.61,612627.8,14.2,8,23,14,Yes,High Growth,SME,High,7,Low Risk,0
MSA103322,64,24,15376.78,2219679.37,-9.88,9,54,5,Yes,Conservative,Corporate,Medium,0,Medium Risk,0
MSA103323,74,23,24145.89,3694308.95,-4.08,8,15,2,Yes,High Growth,Government,Medium,4,High Risk,0
MSA103324,38,16,24871.51,2946655.56,4.89,10,31,14,Yes,Conservative,SME,High,0,High Risk,0
MSA103325,67,17,38192.88,2407626.76,11.16,3,59,12,Yes,Growth,Self Employed,Medium,6,Low Risk,0
MSA103326,59,16,21178.3,4275020.11,4.55,2,9,2,No,High Growth,SME,Low,6,Medium Risk,0
MSA103327,73,12,31853.26,3999812.99,-5.09,6,43,10,Yes,Balanced,Self Employed,High,9,Medium Risk,0
MSA103328,63,3,23372.76,3915600.17,17.9,8,58,2,No,Balanced,Self Employed,Medium,7,High Risk,0
MSA103329,61,11,21878.74,494197.63,-0.14,1,53,11,No,Conservative,Private,Medium,6,Low Risk,0
MSA103330,32,14,23520.88,4032693.66,13.65,10,25,9,Yes,Growth,Corporate,Low,8,Medium Risk,0
MSA103331,32,18,20517.12,4668317.51,16.74,6,25,1,Yes,High Growth,SME,Low,7,Medium Risk,0
MSA103332,57,21,23719.0,441714.34,0.39,10,49,0,Yes,Conservative,Corporate,Low,7,Medium Risk,0
MSA103333,73,21,22957.64,2085522.37,15.36,4,21,10,Yes,Growth,Self Employed,Medium,2,High Risk,0
MSA103334,44,5,35123.32,5106772.67,11.32,5,9,9,Yes,Growth,Private,Medium,9,Low Risk,0
MSA103335,70,16,16571.05,3096835.35,17.13,8,55,0,No,High Growth,Corporate,Medium,3,Medium Risk,0
MSA103336,52,20,20028.57,2774424.14,-2.46,8,48,3,No,Balanced,Government,High,3,Medium Risk,0
MSA103337,69,5,21283.21,1126202.43,17.94,3,38,2,Yes,Balanced,Self Employed,Low,0,Low Risk,0
MSA103338,40,3,9542.15,2933517.1,-8.04,9,22,4,No,Growth,Government,High,5,High Risk,0
MSA103339,61,12,26312.55,2241708.14,13.81,9,43,11,Yes,Balanced,Corporate,Low,1,Medium Risk,0
MSA103340,65,1,12532.66,862562.13,3.07,1,23,8,Yes,Growth,Corporate,Medium,8,Low Risk,0
MSA103341,62,21,18304.55,2477108.63,-4.66,2,49,11,Yes,Growth,Corporate,High,0,Low Risk,0
MSA103342,53,9,26171.47,967619.56,-7.62,5,4,12,No,Growth,SME,High,0,Medium Risk,1
MSA103343,68,9,27311.49,3682758.93,1.69,5,29,7,Yes,Balanced,Self Employed,Low,9,Medium Risk,0
MSA103344,63,4,21863.03,4986709.41,1.68,7,15,11,Yes,Conservative,Self Employed,High,5,Medium Risk,0
MSA103345,57,3,18975.1,2548861.39,-3.1,2,1,8,No,Balanced,Self Employed,High,0,Low Risk,0
MSA103346,66,17,31205.09,3280049.24,-3.53,7,54,12,Yes,Conservative,SME,Medium,2,Low Risk,0
MSA103347,36,2,32840.36,2400952.85,1.99,7,30,4,Yes,Balanced,Corporate,Low,9,Medium Risk,0
MSA103348,33,24,26209.57,837994.58,2.3,3,29,7,Yes,High Growth,Corporate,High,1,Medium Risk,0
MSA103349,66,1,18916.15,5084369.67,3.27,6,20,3,Yes,High Growth,Government,Medium,8,High Risk,0
MSA103350,30,8,25659.29,830442.39,16.06,3,33,4,No,Balanced,SME,High,4,Low Risk,0
MSA103351,30,13,31920.31,746701.7,8.34,2,41,14,Yes,High Growth,Private,Medium,5,Medium Risk,0
MSA103352,49,23,23729.18,2364396.06,-9.39,6,44,11,No,High Growth,SME,High,1,Medium Risk,0
MSA103353,48,15,34463.66,3557926.97,5.57,10,36,2,No,High Growth,Government,Medium,7,Medium Risk,0
MSA103354,58,8,29002.71,1936583.19,12.87,3,22,4,No,High Growth,Government,Medium,5,Low Risk,0
MSA103355,39,12,39586.46,1242422.26,-8.31,4,13,11,No,Conservative,Government,Low,7,High Risk,1
MSA103356,47,22,29343.62,4348582.67,2.68,3,7,2,Yes,Growth,Corporate,Medium,7,Low Risk,0
MSA103357,57,12,35855.52,1907973.44,3.54,3,8,4,No,Conservative,Private,High,0,Medium Risk,0
MSA103358,64,14,33861.47,1117362.82,18.62,5,28,10,Yes,Growth,Government,Medium,6,Low Risk,0
MSA103359,72,15,23782.33,1898329.14,4.27,7,45,13,Yes,Growth,Self Employed,Medium,1,High Risk,0
MSA103360,60,15,25346.44,1156753.33,12.5,1,43,4,Yes,Balanced,Corporate,High,7,Medium Risk,0
MSA103361,56,9,34518.98,2840874.3,-0.91,10,9,5,Yes,Balanced,Private,High,1,High Risk,0
MSA103362,40,19,31111.28,3507910.46,13.38,1,25,8,Yes,Balanced,Self Employed,Medium,3,Medium Risk,0
MSA103363,67,20,29220.84,4125905.02,-0.32,9,56,0,Yes,Balanced,Private,High,1,Low Risk,0
MSA103364,34,22,33040.84,1390849.05,2.9,9,16,11,Yes,Balanced,Private,Medium,6,Low Risk,0
MSA103365,37,8,39834.76,1092885.33,4.38,6,10,9,Yes,Conservative,Self Employed,Medium,4,Low Risk,0
MSA103366,63,21,25699.15,259448.93,17.79,2,11,13,Yes,Conservative,SME,Medium,8,Low Risk,0
MSA103367,41,19,26444.24,1278958.45,-8.4,6,31,5,Yes,High Growth,Private,High,4,High Risk,0
MSA103368,67,6,15913.48,179789.49,-4.09,7,12,0,Yes,Conservative,SME,Low,7,Medium Risk,0
MSA103369,30,20,37568.13,1896090.31,11.17,9,31,5,Yes,Conservative,Private,Low,1,Medium Risk,0
MSA103370,60,19,20319.87,811704.79,7.33,6,14,1,No,Balanced,Self Employed,Medium,2,Medium Risk,0
MSA103371,33,4,23793.74,3063408.21,-2.45,5,51,7,No,High Growth,Private,Medium,5,Medium Risk,0
MSA103372,74,23,15901.91,1994924.46,-1.32,9,44,10,No,Conservative,Government,High,6,Medium Risk,0
MSA103373,34,7,31799.93,550469.44,1.02,10,32,2,Yes,Conservative,Government,Low,9,Medium Risk,0
MSA103374,59,4,33009.15,2052658.99,3.51,7,50,9,No,High Growth,Private,Low,7,High Risk,0
MSA103375,53,22,35781.29,1185427.17,14.54,9,53,13,Yes,Growth,Self Employed,Low,2,Medium Risk,0
MSA103376,32,12,28187.54,3474120.89,-9.59,6,17,5,Yes,Balanced,Self Employed,High,6,High Risk,0
MSA103377,40,13,27098.75,2035646.41,16.94,7,35,5,Yes,Conservative,Corporate,High,7,Medium Risk,0
MSA103378,74,3,24289.51,931222.55,2.39,7,1,14,Yes,Conservative,Self Employed,High,9,Low Risk,0
MSA103379,33,22,17167.62,1858361.58,-3.09,7,29,3,Yes,High Growth,SME,Medium,5,High Risk,0
MSA103380,55,12,29622.14,1259148.75,5.25,4,51,4,Yes,Conservative,Private,High,3,Medium Risk,0
MSA103381,56,2,17522.06,4108666.06,9.79,6,4,1,Yes,Balanced,Government,Medium,5,High Risk,0
MSA103382,72,24,29320.2,5056944.42,-8.66,6,23,9,Yes,Conservative,Self Employed,Medium,8,High Risk,0
MSA103383,56,2,35539.06,220449.38,11.47,4,28,14,Yes,Growth,Government,Medium,2,Low Risk,0
MSA103384,71,23,29139.8,3508540.68,12.82,4,16,9,Yes,Balanced,Corporate,Medium,1,High Risk,0
MSA103385,35,9,30626.59,1444400.28,-5.01,8,12,7,No,Growth,Private,High,4,Medium Risk,0
MSA103386,44,1,21686.3,409090.79,-4.96,6,53,9,Yes,High Growth,Self Employed,High,6,High Risk,1
MSA103387,59,8,19158.13,203224.98,-3.89,2,21,6,Yes,Balanced,Government,Low,2,Medium Risk,0
MSA103388,71,23,23437.79,4446981.86,13.9,9,45,9,Yes,Conservative,Self Employed,Low,4,Medium Risk,0
MSA103389,66,6,8021.11,1978365.19,-1.84,9,17,5,Yes,Balanced,Corporate,Medium,3,Medium Risk,0
MSA103390,66,6,29588.97,5181982.27,13.88,5,40,6,Yes,Balanced,Government,Low,6,Medium Risk,0
MSA103391,71,22,15899.04,2428521.98,6.22,3,13,11,Yes,Balanced,Government,Low,1,Low Risk,0
MSA103392,66,18,20898.87,984409.87,13.02,10,52,0,No,Growth,Private,Low,6,Medium Risk,0
MSA103393,64,17,15536.85,4008398.66,6.61,9,58,13,Yes,High Growth,Private,Medium,1,Medium Risk,0
MSA103394,52,12,33586.37,4753337.47,0.07,3,32,13,No,Balanced,Government,Low,2,Low Risk,0
MSA103395,35,6,23505.38,4140289.1,17.32,2,37,4,Yes,Conservative,Private,High,4,Medium Risk,0
MSA103396,33,8,13272.29,3829005.21,11.46,5,50,6,Yes,Balanced,Government,Medium,6,High Risk,0
MSA103397,47,19,28625.47,1852804.49,4.52,7,15,0,No,Balanced,SME,High,5,Medium Risk,0
MSA103398,38,10,22815.49,410196.3,9.12,3,12,1,Yes,High Growth,Self Employed,Medium,6,Medium Risk,0
MSA103399,58,1,32075.18,1264772.78,8.48,6,49,8,Yes,Conservative,SME,High,5,Medium Risk,0
MSA103400,42,13,34771.13,2430231.76,0.74,5,57,11,No,Conservative,SME,Low,0,Medium Risk,0
MSA103401,46,17,20742.69,4879868.36,2.71,9,15,2,Yes,Growth,Self Employed,Medium,4,High Risk,0
MSA103402,74,3,38108.42,3789905.19,-0.45,5,34,5,No,Conservative,Government,High,0,Medium Risk,0
MSA103403,61,8,36846.2,4346376.07,19.99,6,6,14,Yes,Conservative,Government,Medium,6,Low Risk,0
MSA103404,51,14,34741.45,1455967.79,7.4,10,17,6,Yes,Conservative,Private,High,3,Medium Risk,0
MSA103405,33,3,25202.48,3601715.99,-7.24,4,48,8,Yes,Balanced,Corporate,Low,4,Medium Risk,0
MSA103406,34,16,18775.46,4465112.81,5.57,4,49,4,Yes,Growth,Government,Medium,0,Medium Risk,0
MSA103407,66,13,34286.56,2461438.0,-8.5,8,57,3,Yes,Conservative,Self Employed,Medium,7,Medium Risk,0
MSA103408,70,20,11804.36,2293987.71,-1.34,3,20,10,No,Conservative,Corporate,High,3,Medium Risk,0
MSA103409,42,24,14369.45,3783269.34,3.38,8,9,11,Yes,Conservative,Self Employed,High,2,Medium Risk,0
MSA103410,63,17,25507.51,2914510.85,6.03,2,59,14,Yes,Balanced,Self Employed,Low,0,Low Risk,0
MSA103411,74,13,25996.91,5191882.86,19.29,2,5,1,No,Balanced,Self Employed,High,3,Medium Risk,0
MSA103412,51,6,20759.51,2378446.86,19.47,9,23,2,Yes,Growth,Corporate,High,2,Medium Risk,0
MSA103413,52,17,33897.98,982154.22,-7.06,6,33,14,No,High Growth,SME,High,7,Medium Risk,0
MSA103414,32,14,35375.0,2405933.51,6.14,7,38,4,Yes,Growth,Self Employed,Low,8,Medium Risk,0
MSA103415,71,17,9493.5,1386505.72,14.51,3,56,10,Yes,Balanced,Private,Low,4,Medium Risk,0
MSA103416,63,8,35710.86,3010682.41,-2.87,2,14,14,Yes,Conservative,Government,Medium,8,Low Risk,0
MSA103417,61,11,34676.75,828336.11,12.52,9,17,12,Yes,Conservative,Government,Low,0,High Risk,0
MSA103418,74,20,17097.98,4882456.55,16.36,4,57,1,Yes,Growth,Government,High,6,Medium Risk,0
MSA103419,50,1,23954.71,4365560.26,9.87,5,19,12,No,Conservative,Corporate,Medium,6,Low Risk,0
MSA103420,73,7,33952.44,1004626.72,-0.17,1,33,3,Yes,Balanced,Private,Low,5,Medium Risk,0
MSA103421,50,21,22123.84,1065154.97,17.69,4,1,0,Yes,Growth,Private,Low,3,Medium Risk,0
MSA103422,73,21,27089.25,2729415.44,16.51,8,13,3,Yes,High Growth,Private,High,8,Low Risk,0
MSA103423,40,17,35772.8,3971172.87,11.47,8,46,6,Yes,Balanced,Private,High,2,Medium Risk,0
MSA103424,68,10,20262.48,1159173.71,0.91,7,27,14,No,Balanced,Private,Low,0,Medium Risk,0
MSA103425,33,11,20691.23,498013.01,13.76,7,6,13,Yes,Conservative,SME,Medium,1,Medium Risk,0
MSA103426,30,22,23961.44,2821718.67,-0.52,6,59,11,No,Balanced,Private,High,2,High Risk,0
MSA103427,57,9,21500.6,3663574.71,-2.41,6,6,2,No,Balanced,Private,Low,1,Medium Risk,1
MSA103428,53,9,33380.44,1346329.18,5.45,8,33,9,Yes,High Growth,Corporate,Low,5,Medium Risk,0
MSA103429,64,24,32178.86,3813283.55,19.91,3,30,7,No,Conservative,Corporate,High,6,Low Risk,0
MSA103430,42,5,30304.8,4763575.74,14.13,3,46,5,No,Balanced,Private,Medium,4,Low Risk,0
MSA103431,63,17,35741.52,743087.49,11.89,10,35,5,Yes,Conservative,SME,Medium,4,Medium Risk,0
MSA103432,40,9,21509.8,2671786.87,3.56,1,23,13,No,Balanced,Private,Medium,6,Medium Risk,0
MSA103433,65,17,30425.86,543116.66,-0.64,2,10,14,No,High Growth,Private,High,5,Low Risk,0
MSA103434,46,24,26163.12,1163163.99,15.68,6,51,0,No,Conservative,Private,High,7,Medium Risk,0
MSA103435,64,21,40591.36,586759.8,7.03,8,19,4,No,Conservative,Self Employed,High,8,Medium Risk,0
MSA103436,47,19,30531.26,2263374.78,14.4,6,51,2,Yes,High Growth,SME,Medium,1,Medium Risk,0
MSA103437,69,7,15593.74,4226190.36,4.63,4,28,14,Yes,Growth,Government,Medium,1,Low Risk,0
MSA103438,51,23,36879.42,3131689.73,12.62,10,23,9,Yes,Balanced,Private,High,0,Low Risk,0
MSA103439,53,9,33512.65,1164406.94,16.03,7,4,14,Yes,Balanced,Government,High,6,Medium Risk,0
MSA103440,48,7,16367.12,305191.7,1.74,8,20,0,No,Growth,SME,High,3,High Risk,0
MSA103441,66,13,26443.64,2826390.07,-9.59,1,19,7,No,Conservative,Private,Medium,8,Low Risk,0
MSA103442,68,11,32676.87,794084.74,-2.35,3,42,6,No,Conservative,Government,Low,5,Medium Risk,0
MSA103443,50,14,25646.0,1909936.44,17.45,4,27,6,Yes,High Growth,Government,Low,6,Low Risk,0
MSA103444,37,19,20564.47,2636348.68,10.63,3,57,11,Yes,High Growth,SME,Medium,6,Medium Risk,0
MSA103445,57,11,32181.83,4673482.05,12.12,2,34,9,Yes,High Growth,Private,High,7,Medium Risk,0
MSA103446,34,13,33813.29,601192.47,-0.24,3,4,13,Yes,Growth,Self Employed,High,3,Medium Risk,1
MSA103447,46,14,21043.37,3587173.58,11.04,6,56,9,No,Growth,SME,High,2,Medium Risk,0
MSA103448,66,13,16311.68,227246.36,9.39,7,38,9,Yes,Conservative,Self Employed,High,2,High Risk,0
MSA103449,65,1,21566.68,3191753.33,-4.65,8,7,3,Yes,High Growth,Private,Medium,9,Medium Risk,1
MSA103450,48,8,34639.62,2959673.82,19.06,1,48,12,Yes,Conservative,Government,Low,7,Medium Risk,0
MSA103451,56,12,36488.97,4177341.77,0.62,5,7,14,Yes,Growth,SME,Low,2,Medium Risk,1
MSA103452,63,19,23173.37,2914809.24,-0.12,2,50,10,Yes,Balanced,SME,Medium,7,Low Risk,0
MSA103453,40,12,17738.64,1835081.17,1.07,5,52,5,Yes,Conservative,SME,High,1,Medium Risk,0
MSA103454,74,8,21903.17,1434598.81,-7.25,5,26,12,Yes,Growth,Corporate,Low,4,Medium Risk,1
MSA103455,41,8,31047.09,696598.22,8.75,5,26,8,Yes,High Growth,Private,Medium,4,Medium Risk,0
MSA103456,50,21,16301.86,2826078.74,-2.84,9,54,14,Yes,Balanced,Corporate,High,6,Medium Risk,0
MSA103457,40,13,16854.0,4472624.54,14.1,8,19,13,No,Balanced,SME,Low,4,Medium Risk,0
MSA103458,68,12,20861.26,2790790.25,1.82,7,9,2,Yes,Balanced,SME,Medium,8,High Risk,0
MSA103459,57,16,26661.67,3753647.14,3.76,9,20,14,Yes,High Growth,Self Employed,Low,2,Medium Risk,0
MSA103460,34,1,30564.29,1707459.94,9.39,7,42,8,No,Balanced,Corporate,Low,8,Medium Risk,0
MSA103461,46,13,24714.12,2442334.76,12.86,8,45,3,Yes,Growth,Government,Medium,0,Medium Risk,0
MSA103462,49,7,37984.82,1892895.86,-3.07,6,50,4,No,Conservative,Private,Medium,2,Low Risk,0
MSA103463,70,5,18892.27,627252.25,18.99,6,16,6,Yes,Balanced,Government,Low,3,Low Risk,0
MSA103464,41,8,25641.83,2189292.59,8.67,8,54,5,Yes,Balanced,Government,Low,5,Medium Risk,0
MSA103465,35,14,40308.48,3876898.8,-9.83,1,17,9,No,Growth,Private,Medium,9,Low Risk,0
MSA103466,46,23,19240.56,2128230.25,2.47,7,22,7,No,High Growth,SME,High,7,Medium Risk,0
MSA103467,48,13,25908.65,3286205.15,3.1,9,13,7,Yes,Balanced,Self Employed,High,6,Low Risk,0
MSA103468,55,15,12926.08,4029440.65,14.27,7,12,7,Yes,Growth,SME,High,7,Low Risk,0
MSA103469,73,23,29738.99,1715545.32,-0.85,1,10,2,Yes,Growth,SME,High,5,Low Risk,0
MSA103470,73,17,28150.21,4157746.07,-0.06,4,1,14,Yes,High Growth,Corporate,Medium,5,Medium Risk,1
MSA103471,61,15,35324.36,1782514.3,-7.89,8,32,13,Yes,High Growth,Government,High,5,Medium Risk,0
MSA103472,35,20,17736.14,1363660.95,-1.49,10,30,9,Yes,Conservative,Government,Low,2,Medium Risk,1
MSA103473,65,18,19200.49,1240098.53,11.51,4,8,5,No,Balanced,Government,High,9,Medium Risk,0
MSA103474,67,18,30364.17,1254491.52,9.04,9,21,6,No,Conservative,Self Employed,Medium,3,Medium Risk,0
MSA103475,40,2,44041.07,3775968.16,-7.56,9,22,8,No,Growth,Self Employed,High,5,Medium Risk,0
MSA103476,62,4,21692.01,4493954.84,-6.56,2,18,9,No,Balanced,Self Employed,High,6,Low Risk,0
MSA103477,53,1,38329.95,1303014.95,1.31,9,2,9,Yes,Growth,Private,Medium,2,High Risk,1
MSA103478,52,4,25573.54,486860.47,12.31,4,48,13,No,Growth,Self Employed,High,3,Low Risk,0
MSA103479,44,18,24652.84,1643105.53,14.99,6,44,11,Yes,Growth,Corporate,Medium,5,Medium Risk,0
MSA103480,56,5,16606.21,3343671.83,-9.56,6,9,14,Yes,High Growth,Corporate,High,0,Medium Risk,1
MSA103481,40,19,34766.69,2019105.46,-0.13,7,3,3,No,High Growth,SME,Medium,6,Medium Risk,0
MSA103482,46,15,16536.27,2862929.87,2.73,8,54,4,Yes,Balanced,SME,High,0,High Risk,0
MSA103483,43,8,26754.76,3813717.58,17.33,5,26,7,No,Growth,SME,Low,9,Medium Risk,0
MSA103484,56,20,15861.52,2200820.73,5.04,9,21,0,Yes,Growth,SME,Low,8,High Risk,0
MSA103485,47,17,16976.05,5219327.42,-1.91,8,30,11,No,Balanced,Corporate,Medium,9,Medium Risk,0
MSA103486,57,1,31690.88,1556556.84,1.7,8,28,5,Yes,Conservative,SME,Medium,8,High Risk,0
MSA103487,33,12,34157.66,4916176.34,3.09,5,36,14,Yes,Growth,Corporate,Medium,8,Medium Risk,0
MSA103488,36,19,32500.49,1115985.84,10.1,1,26,3,Yes,High Growth,Self Employed,Low,3,Low Risk,0
MSA103489,74,15,23013.5,827825.13,-8.77,5,34,4,Yes,Conservative,Self Employed,Medium,1,Medium Risk,0
MSA103490,64,9,24098.68,3896994.59,1.68,9,8,10,Yes,Conservative,Private,High,6,Low Risk,0
MSA103491,38,7,37883.08,3536354.8,9.4,3,10,4,Yes,Conservative,SME,Medium,3,Medium Risk,0
MSA103492,37,2,38877.33,4271288.27,-1.5,10,48,1,Yes,Conservative,Self Employed,Medium,4,Low Risk,0
MSA103493,74,9,20481.31,1808107.59,7.75,8,55,7,Yes,Conservative,Self Employed,High,0,Low Risk,0
MSA103494,46,10,31133.54,4789410.89,0.72,7,43,14,Yes,Conservative,Government,High,9,High Risk,0
MSA103495,46,2,30997.65,791046.07,12.76,7,50,1,No,Balanced,Government,Low,5,Medium Risk,0
MSA103496,62,19,34017.36,224422.65,-8.18,6,54,3,Yes,Balanced,Corporate,High,6,Medium Risk,0
MSA103497,61,11,13956.59,1693244.23,17.54,7,14,11,Yes,Conservative,Private,High,2,Low Risk,0
MSA103498,37,13,16245.76,4115075.09,-4.85,5,40,12,Yes,High Growth,Government,Medium,9,Low Risk,0
MSA103499,48,10,29641.96,3441935.42,-5.24,9,55,4,No,Balanced,Private,Low,1,Medium Risk,0
MSA103500,67,14,33038.66,2315764.38,15.22,7,15,13,Yes,Balanced,Self Employed,High,9,Medium Risk,0
MSA103501,32,18,18298.01,1346403.39,16.08,8,17,0,Yes,Conservative,Corporate,Low,6,Medium Risk,0
MSA103502,34,19,21068.19,440664.29,-7.21,8,53,5,Yes,High Growth,Private,High,0,Low Risk,0
MSA103503,42,22,37286.68,1784724.61,17.26,2,18,1,Yes,Conservative,Government,Low,1,Low Risk,0
MSA103504,60,9,19839.33,2399657.85,-1.8,2,32,13,No,High Growth,Self Employed,High,2,Low Risk,0
MSA103505,45,7,28544.5,3669089.0,8.56,8,38,4,No,High Growth,SME,Medium,3,Medium Risk,0
MSA103506,61,3,33371.02,3386119.18,-7.94,3,23,14,No,Growth,Self Employed,Low,4,Medium Risk,1
MSA103507,51,20,36465.23,4811048.27,1.42,6,46,5,Yes,Balanced,Government,Low,3,High Risk,0
MSA103508,58,6,35393.5,693113.8,3.52,5,23,10,Yes,Conservative,Government,High,9,Medium Risk,0
MSA103509,51,21,17613.02,1822664.61,7.99,1,35,7,No,Balanced,SME,Low,2,Medium Risk,0
MSA103510,72,2,26245.41,2522916.51,5.76,1,39,8,Yes,Balanced,Self Employed,High,0,Medium Risk,0
MSA103511,32,6,27339.28,3382030.18,3.84,8,15,12,Yes,High Growth,Private,Low,6,High Risk,0
MSA103512,39,3,16837.72,2635303.87,18.79,6,53,14,No,Balanced,Private,Low,9,Medium Risk,0
MSA103513,71,16,33700.7,4641006.25,-4.45,6,24,11,No,Growth,Self Employed,Medium,5,Medium Risk,0
MSA103514,50,8,18852.93,3169853.11,-5.26,9,28,5,Yes,Conservative,Private,Medium,1,High Risk,0
MSA103515,45,2,22438.14,321370.78,11.4,3,16,4,Yes,Balanced,Self Employed,Low,1,Low Risk,0
MSA103516,41,17,25646.8,633513.05,-7.76,3,16,11,Yes,Conservative,Self Employed,Medium,2,Medium Risk,0
MSA103517,31,9,22753.2,3800051.03,4.49,8,40,3,Yes,Balanced,Government,Low,7,Medium Risk,0
MSA103518,70,12,17839.85,3797268.1,4.52,8,39,1,Yes,Conservative,Corporate,High,7,Medium Risk,0
MSA103519,53,3,36047.86,839036.16,-0.7,5,6,1,Yes,Conservative,Government,Low,9,High Risk,1
MSA103520,64,11,22432.13,502694.87,17.91,10,2,6,Yes,Conservative,Private,Low,9,Medium Risk,0
